연번,고유번호,정류소명,정류소주소,읍면동,시설구분
893,1505,서남대학교,충청남도 아산시 송악면 평촌리 105-14,송악면,시설없음
894,1537,수곡리,충청남도 아산시 송악면 수곡리 224-5,송악면,표지판
895,1538,수곡1리 노인정,충청남도 아산시 송악면 수곡리 229,송악면,시설없음
896,1539,수곡1리,충청남도 아산시 송악면 수곡리 224-5,송악면,시설없음
897,1541,동일하이빌a,충청남도 아산시 풍기동 295-5,온양6동,유개승강장
898,1542,아산경찰서,충청남도 아산시 풍기동 295-10,온양6동,유개승강장
899,1544,대주아파트,충청남도 아산시 신창면 행목리 250-3,신창면,유개승강장+표지판
900,1545,신정호관광지,충청남도 아산시 방축동 422-1,온양4동,스마트승강장
901,1546,이마트 아산점,충청남도 아산시 모종동 730,온양3동,유개승강장
902,1547,포스코아파트후문,충청남도 아산시 음봉면 월랑리 139-1,음봉면,유개승강장
903,1548,수철2리,충청남도 아산시 배방읍 수철리 619-7,배방읍,표지판
904,1552,충남경제진흥원,충청남도 아산시 염치읍 송곡리 113-2,염치읍,시설없음
905,1553,배방효성해링턴아파트,충청남도 아산시 배방읍 공수리 1685,배방읍,유개승강장
906,1554,정문거리,충청남도 아산시 장존동 574-62,온양6동,시설없음
907,1555,외암3리,충청남도 아산시 송악면 외암리 575-6,송악면,표지판
908,1556,외암3리,충청남도 아산시 송악면 외암리 575-6,송악면,유개승강장
909,1557,공수1리,충청남도 아산시 배방읍 공수리 1053,배방읍,유개승강장+표지판
910,1558,공수1리,충청남도 아산시 배방읍 공수리 1053,배방읍,시설없음
911,1559,삼거1리,충청남도 아산시 음봉면 삼거리 285-5,음봉면,표지판
912,1560,삼거1리,충청남도 아산시 음봉면 삼거리 285-5,음봉면,표지판
913,1561,음봉초등학교,충청남도 아산시 음봉면 삼거리 285-8,음봉면,시설없음
914,1563,남성3리 복지회관,충청남도 아산시 신창면 남성리 103-3,신창면,유개승강장
915,1564,남성3리 복지회관,충청남도 아산시 신창면 남성리 72,신창면,시설없음
916,1565,읍내2통,충청남도 아산시 읍내동 138-14,온양6동,시설없음
917,1566,대흥4리각골,충청남도 아산시 선장면 대흥리 277-40,선장면,유개승강장+표지판
918,1569,궁평3리,충청남도 아산시 선장면 가산리 526-7,선장면,표지판
919,1571,선창1리입구,충청남도 아산시 선장면 선창리 355-2,선장면,유개승강장
920,1576,신유리 팽나무갱이,충청남도 아산시 도고면 신유리 214-1,도고면,유개승강장
921,1578,경희학성아파트,충청남도 아산시 신창면 읍내리 산34-13,신창면,유개승강장
922,1582,덕암리입구,충청남도 아산시 도고면 신유리 14-6,도고면,유개승강장
923,1584,백남아파트,충청남도 아산시 둔포면 둔포리 363-3,둔포면,유개승강장
924,1585,백남아파트,충청남도 아산시 둔포면 둔포리 363-3,둔포면,시설없음
925,1586,곡교1리,충청남도 아산시 염치읍 곡교리 105-5,염치읍,유개승강장
926,1587,KCC앞,충청남도 아산시 염치읍 서원리 산34-3,염치읍,표지판
927,1588,금성리 마을회관,충청남도 아산시 인주면 금성리 183-2,인주면,유개승강장+표지판
928,1589,인주농협,충청남도 아산시 인주면 밀두리 158-6,인주면,표지판
929,1592,갈매1리 암소개,충청남도 아산시 배방읍 갈매리 137-2,배방읍,유개승강장+표지판
930,1593,갈매1리 암소개,충청남도 아산시 배방읍 갈매리 139-1,배방읍,시설없음
931,1594,세출리 세나리펄,충청남도 아산시 배방읍 세출리 413-48,배방읍,표지판
932,1595,세출리 세나리펄,충청남도 아산시 배방읍 세출리 413-48,배방읍,표지판
933,1596,행목1리 칠목,충청남도 아산시 신창면 행목리 273-2,신창면,유개승강장
934,1597,명암2리 장목이,충청남도 아산시 탕정면 명암리 1358,탕정면,유개승강장
935,1598,북수6리 꽃동네,충청남도 아산시 배방읍 북수리 1369,배방읍,유개승강장
936,1599,북수6리 꽃동네,충청남도 아산시 배방읍 북수리 1332,배방읍,표지판
937,1602,금호어울림아파트,충청남도 아산시 배방읍 북수리 1231,배방읍,유개승강장
938,1603,금호어울림아파트,충청남도 아산시 배방읍 북수리 1175,배방읍,유개승강장
939,1604,삼성전자,충청남도 아산시 배방읍 북수리 723-7,배방읍,유개승강장+표지판
940,1605,신화초등학교,충청남도 아산시 영인면 신화리 523-29,영인면,표지판
941,1606,정우테크,충청남도 아산시 인주면 해암리 128-2,인주면,표지판
942,1607,정우테크,충청남도 아산시 인주면 해암리 128-2,인주면,표지판
